depth	lineage	size
2	[Eubacterium]_eligens_group__Bacteroides	3
2	[Ruminococcus]_torques_group__Bacteroides	3
2	Acinetobacter__Corynebacteriaceae	3
2	Acinetobacter__Lawsonella	3
2	Acinetobacter__Neisseria	3
2	Acinetobacter__Veillonella	3
2	Agathobacter__Akkermansia	3
2	Agathobacter__Bifidobacterium	3
2	Agathobacter__Prevotella_9	3
2	Akkermansia__Bifidobacterium	3
2	Akkermansia__Clostridia	3
2	Akkermansia__Dialister	3
2	Akkermansia__Prevotella_9	3
2	Akkermansia__Ruminococcus	3
2	Akkermansia__Subdoligranulum	3
2	Alistipes__Akkermansia	3
2	Alloprevotella__Prevotella_9	3
2	Anaerococcus__Corynebacteriaceae	3
2	Anaeroplasma__Bacteroides	3
2	Atopobium__Prevotellaceae	3
2	Bacteroides__Chloroplast	3
2	Bacteroides__Lactobacillus	3
2	Bacteroides__Mitochondria	3
2	Bacteroides__Prevotella	3
2	Bacteroides__Providencia	3
2	Bifidobacterium__Akkermansia	3
2	Bifidobacterium__Anaerostipes	3
2	Bifidobacterium__Lactobacillus	3
2	Bifidobacterium__Megasphaera	3
2	Blautia__Escherichia-Shigella	3
2	Brevundimonas__Rothia	3
2	Brevundimonas__Streptococcus	3
2	Chloroplast__Cutibacterium	3
2	Chloroplast__Lawsonella	3
2	Christensenellaceae_R-7_group__Lachnospiraceae	3
2	Chryseobacterium__Comamonadaceae	3
2	Chryseobacterium__Neisseria	3
2	Chryseobacterium__Pasteurellaceae	3
2	Clostridia_UCG-014__Dialister	3
2	Clostridia_UCG-014__Escherichia-Shigella	3
2	Clostridia_UCG-014__Lachnospiraceae	3
2	Clostridia_vadinBB60_group__Alistipes	3
2	Clostridia_vadinBB60_group__Bacteroides	3
2	Clostridia_vadinBB60_group__Faecalibacterium	3
2	Clostridia_vadinBB60_group__Prevotella_9	3
2	Clostridium_sensu_stricto_1__Bacteroides	3
2	Comamonadaceae__Cloacibacterium	3
2	Comamonadaceae__Xanthomonadaceae	3
2	Corynebacteriaceae__Finegoldia	3
2	Corynebacteriaceae__Peptoniphilus	3
2	Corynebacteriaceae__Unassigned	3
2	Corynebacterium__Anaerococcus	3
2	Corynebacterium__Enhydrobacter	3
2	Corynebacterium__Pasteurellaceae	3
2	Corynebacterium__Peptoniphilus	3
2	Cutibacterium__Chloroplast	3
2	Cutibacterium__Streptococcus	3
2	Dialister__Escherichia-Shigella	3
2	Dialister__Subdoligranulum	3
2	Enhydrobacter__Chloroplast	3
2	Enterobacterales__Pseudomonas	3
2	Enterobacteriaceae__Blautia	3
2	Enterobacteriaceae__Dialister	3
2	Enterobacteriaceae__Lactobacillus	3
2	Enterobacteriaceae__Morganella	3
2	Enterobacteriaceae__Pasteurellaceae	3
2	Enterobacteriaceae__Planococcaceae	3
2	Enterobacteriaceae__Ruminococcaceae	3
2	Enterobacteriaceae__Subdoligranulum	3
2	Enterobacteriaceae__UCG-002	3
2	Enterobacteriaceae__Veillonella	3
2	Escherichia-Shigella__[Ruminococcus]_gnavus_group	3
2	Escherichia-Shigella__Bacteroidales	3
2	Escherichia-Shigella__Clostridium_sensu_stricto_1	3
2	Escherichia-Shigella__Fusobacterium	3
2	Escherichia-Shigella__Lactobacillaceae	3
2	Escherichia-Shigella__Staphylococcus	3
2	Faecalibacterium__[Eubacterium]_siraeum_group	3
2	Faecalibacterium__Catenibacterium	3
2	Faecalibacterium__Dorea	3
2	Faecalibacterium__Prevotellaceae	3
2	Faecalibacterium__Streptococcus	3
2	Finegoldia__Bacteroides	3
2	Finegoldia__Corynebacteriaceae	3
2	Finegoldia__Prevotellaceae	3
2	Firmicutes__Bacteroides	3
2	Fusobacterium__Streptococcus	3
2	Gastranaerophilales__uncultured_11	3
2	Lachnospiraceae__[Ruminococcus]_gnavus_group	3
2	Lachnospiraceae__Bacteroidales	3
2	Lachnospiraceae__Bifidobacterium	3
2	Lachnospiraceae__Christensenellaceae_R-7_group	3
2	Lachnospiraceae__Gastranaerophilales	3
2	Lachnospiraceae__Phascolarctobacterium	3
2	Lachnospiraceae__RF39	3
2	Lachnospiraceae__uncultured_11	3
2	Lactobacillales__Bifidobacterium	3
2	Lactobacillus__Clostridium_sensu_stricto_1	3
2	Lactobacillus__Fenollaria	3
2	Lactobacillus__Mitochondria	3
2	Lactobacillus__Prevotella	3
2	Lactobacillus__Prevotella_7	3
2	Lawsonella__Corynebacterium	3
2	Leptotrichia__Streptococcus	3
2	Leptotrichia__Veillonella	3
2	Megasphaera__Bifidobacterium	3
2	Micrococcaceae__Chloroplast	3
2	Micrococcus__Acinetobacter	3
2	Mitochondria__Faecalibacterium	3
2	Mitochondria__Unassigned	3
2	Morganella__Alistipes	3
2	Morganella__Enterobacteriaceae	3
2	Neisseria__Porphyromonas	3
2	Pasteurellaceae__Porphyromonas	3
2	Pasteurellaceae__Prevotellaceae	3
2	Planococcaceae__Bacillales	3
2	Prevotella__Fenollaria	3
2	Prevotella_9__Coprococcus	3
2	Prevotella_9__Megamonas	3
2	Prevotella_9__Paraprevotella	3
2	Prevotella_9__Pseudomonas	3
2	Prevotellaceae__Finegoldia	3
2	Prevotellaceae__Peptoniphilus	3
2	Providencia__Comamonadaceae	3
2	Providencia__Enterobacteriaceae	3
2	Pseudomonadaceae__Bacteroides	3
2	Pseudomonas__Agathobacter	3
2	Pseudomonas__Akkermansia	3
2	Pseudomonas__Alistipes	3
2	Pseudomonas__Corynebacteriaceae	3
2	Pseudomonas__Muribaculaceae	3
2	Pseudomonas__Prevotella_7	3
2	Psychrobacter__Staphylococcus	3
2	RF39__Prevotella_9	3
2	Rikenellaceae_RC9_gut_group__Bacteroides	3
2	Romboutsia__Bifidobacterium	3
2	Romboutsia__Blautia	3
2	Rothia__Acinetobacter	3
2	Rothia__Actinomyces	3
2	Rothia__Comamonadaceae	3
2	Rothia__Prevotella_7	3
2	Rothia__Stenotrophomonas	3
2	Staphylococcaceae__Staphylococcus	3
2	Staphylococcus__Bacilli	3
2	Staphylococcus__Micrococcus	3
2	Staphylococcus__Rothia	3
2	Stenotrophomonas__Pasteurellaceae	3
2	Stenotrophomonas__Xanthomonadaceae	3
2	Streptococcus__Bacteroides	3
2	Streptococcus__Blautia	3
2	Streptococcus__Enterobacteriaceae	3
2	Streptococcus__Lactococcus	3
2	Streptococcus__Prevotellaceae	3
2	Subdoligranulum__Blautia	3
2	Subdoligranulum__Escherichia-Shigella	3
2	Tannerellaceae_1__Bacteroides	3
2	UCG-002__Akkermansia	3
2	Unassigned__Acinetobacter	3
2	Unassigned__Pasteurellaceae	3
2	uncultured_11__Alistipes	3
2	uncultured_11__Faecalibacterium	3
2	uncultured_12__Corynebacteriaceae	3
2	uncultured_12__Lawsonella	3
2	uncultured_12__Pseudomonas	3
2	Veillonella__Actinomyces	3
2	Xanthomonadaceae__Acinetobacter	3
2	Xanthomonadaceae__Enterobacteriaceae	3
2	Xanthomonadaceae__Rothia	3
2	[Eubacterium]_coprostanoligenes_group__Faecalibacterium	2
2	[Ruminococcus]_gnavus_group__Faecalibacterium	2
2	Acinetobacter__Bacillaceae	2
2	Acinetobacter__Chryseobacterium	2
2	Acinetobacter__Corynebacterium	2
2	Acinetobacter__Micrococcus	2
2	Acinetobacter__Pasteurellaceae	2
2	Acinetobacter__Planococcaceae	2
2	Agathobacter__Alistipes	2
2	Agathobacter__Christensenellaceae_R-7_group	2
2	Agathobacter__Clostridia_UCG-014	2
2	Agathobacter__Coprococcus	2
2	Agathobacter__Romboutsia	2
2	Agathobacter__Ruminococcus	2
2	Akkermansia__Alistipes	2
2	Akkermansia__Muribaculaceae	2
2	Alistipes__Christensenellaceae_R-7_group	2
2	Alistipes__Prevotella_9	2
2	Anaerostipes__Blautia	2
2	Bacillales__Streptococcus	2
2	Bacteria__Lachnospiraceae	2
2	Bacteria__Prevotella_9	2
2	Bacteria__Pseudomonas	2
2	Bacteria__Rothia	2
2	Bacteria__Streptococcus	2
2	Bacteroidales__Faecalibacterium	2
2	Bacteroidales__Lachnospiraceae	2
2	Bacteroides__Anaerococcus	2
2	Bacteroides__Bacillaceae	2
2	Bacteroides__Burkholderiales	2
2	Bacteroides__CAG-352	2
2	Bacteroides__Corynebacterium	2
2	Bacteroides__Eisenbergiella	2
2	Bacteroides__Fusicatenibacter	2
2	Bacteroides__Holdemanella	2
2	Bacteroides__Lachnoclostridium	2
2	Bacteroides__Stenotrophomonas	2
2	Bacteroides__Tuzzerella	2
2	Bacteroides__UBA1819	2
2	Bacteroides__UCG-003	2
2	Bacteroides__Veillonellaceae	2
2	Bifidobacterium__Dialister	2
2	Blautia__Agathobacter	2
2	Blautia__Fusicatenibacter	2
2	Blautia__Fusobacterium	2
2	Blautia__Lacticaseibacillus	2
2	Blautia__Romboutsia	2
2	Brevundimonas__Acinetobacter	2
2	Brevundimonas__Escherichia-Shigella	2
2	Brevundimonas__Pseudomonas	2
2	CAG-352__Bacteroides	2
2	Chloroplast__Corynebacterium	2
2	Chloroplast__Enterobacteriaceae	2
2	Chloroplast__Lactobacillus	2
2	Chloroplast__Neisseria	2
2	Chloroplast__Pasteurellaceae	2
2	Chloroplast__Sphingomonas	2
2	Chloroplast__Unassigned	2
2	Christensenellaceae_R-7_group__Escherichia-Shigella	2
2	Chryseobacterium__Acinetobacter	2
2	Chryseobacterium__Chloroplast	2
2	Chryseobacterium__Streptococcus	2
2	Clostridia__Clostridia_UCG-014	2
2	Clostridia__Faecalibacterium	2
2	Clostridia_UCG-014__[Eubacterium]_coprostanoligenes_group	2
2	Clostridia_UCG-014__Agathobacter	2
2	Clostridia_UCG-014__Alistipes	2
2	Clostridia_UCG-014__Blautia	2
2	Clostridia_UCG-014__Corynebacteriaceae	2
2	Clostridia_vadinBB60_group__Lachnospiraceae	2
2	Clostridia_vadinBB60_group__UCG-010	2
2	Clostridium_sensu_stricto_1__Bifidobacterium	2
2	Clostridium_sensu_stricto_1__Subdoligranulum	2
2	Comamonadaceae__Bifidobacterium	2
2	Comamonadaceae__Brevundimonas	2
2	Comamonadaceae__Muribaculaceae	2
2	Comamonadaceae__Rothia	2
2	Comamonadaceae__Streptococcus	2
2	Coprococcus__Agathobacter	2
2	Coprococcus__Faecalibacterium	2
2	Corynebacteriaceae__Anaerococcus	2
2	Corynebacteriaceae__Bacteria	2
2	Corynebacteriaceae__uncultured_12	2
2	Corynebacterium__Acinetobacter	2
2	Corynebacterium__Escherichia-Shigella	2
2	Corynebacterium__Prevotella	2
2	Corynebacterium__Pseudomonas	2
2	Cutibacterium__Corynebacteriaceae	2
2	Cutibacterium__uncultured_12	2
2	Dialister__Bifidobacterium	2
2	Dialister__RF39	2
2	Enhydrobacter__Brevundimonas	2
2	Enhydrobacter__Streptococcus	2
2	Enterobacterales__Staphylococcus	2
2	Enterobacterales__Stenotrophomonas	2
2	Enterobacteriaceae__Anaerotruncus	2
2	Enterobacteriaceae__Catenibacterium	2
2	Enterobacteriaceae__Chloroplast	2
2	Enterobacteriaceae__Paenibacillus	2
2	Enterobacteriaceae__Parabacteroides	2
2	Enterobacteriaceae__Phascolarctobacterium	2
2	Enterobacteriaceae__Prevotellaceae_NK3B31_group	2
2	Enterobacteriaceae__RF39	2
2	Erysipelotrichaceae_UCG-003__Agathobacter	2
2	Erysipelotrichaceae_UCG-003__Blautia	2
2	Escherichia-Shigella__Alcaligenaceae	2
2	Escherichia-Shigella__Alloprevotella	2
2	Escherichia-Shigella__Holdemanella	2
2	Escherichia-Shigella__Lachnoclostridium	2
2	Escherichia-Shigella__Lacticaseibacillus	2
2	Escherichia-Shigella__Latilactobacillus	2
2	Escherichia-Shigella__NK4A214_group	2
2	Escherichia-Shigella__Paraprevotella	2
2	Escherichia-Shigella__Rhizobiaceae	2
2	Escherichia-Shigella__Roseburia	2
2	Faecalibacterium__[Eubacterium]_ruminantium_group	2
2	Faecalibacterium__Clostridia_vadinBB60_group	2
2	Faecalibacterium__Enterobacterales	2
2	Faecalibacterium__Gastranaerophilales	2
2	Faecalibacterium__Lactobacillales	2
2	Faecalibacterium__Parabacteroides	2
2	Faecalibacterium__Phascolarctobacterium	2
2	Faecalibacterium__Planococcaceae	2
2	Faecalibacterium__Romboutsia	2
2	Fenollaria__Porphyromonas	2
2	Fusobacterium__Bacteroides	2
2	Fusobacterium__Pasteurellaceae	2
2	Fusobacterium__Prevotella_7	2
2	Gastranaerophilales__Alloprevotella	2
2	Gastranaerophilales__Clostridia_vadinBB60_group	2
2	Gastranaerophilales__Lachnospiraceae	2
2	Hafnia-Obesumbacterium__Prevotella_9	2
2	Lachnospiraceae__[Ruminococcus]_torques_group	2
2	Lachnospiraceae__Clostridia	2
2	Lachnospiraceae__Clostridium_sensu_stricto_1	2
2	Lachnospiraceae__Collinsella	2
2	Lachnospiraceae__Fusicatenibacter	2
2	Lachnospiraceae__Prevotellaceae_UCG-001	2
2	Lachnospiraceae__Roseburia	2
2	Lacticaseibacillus__Bacteroides	2
2	Lactobacillaceae__Bifidobacterium	2
2	Lactobacillaceae__Romboutsia	2
2	Lactobacillales__Akkermansia	2
2	Lactobacillales__Faecalibacterium	2
2	Lactobacillales__Romboutsia	2
2	Lactobacillales__Staphylococcus	2
2	Lactobacillus__Enterobacteriaceae	2
2	Lactobacillus__Peptoniphilus	2
2	Lactococcus__Acinetobacter	2
2	Lactococcus__Staphylococcus	2
2	Lactococcus__Streptococcus	2
2	Ligilactobacillus__Bifidobacterium	2
2	Megasphaera__Dialister	2
2	Megasphaera__Prevotella_9	2
2	Micrococcaceae__Sphingomonas	2
2	Mitochondria__Bacteria	2
2	Mitochondria__Escherichia-Shigella	2
2	Mitochondria__Pseudomonas	2
2	Mitochondria__Streptococcus	2
2	Neisseria__Chloroplast	2
2	Neisseria__Fusobacterium	2
2	Parabacteroides__Akkermansia	2
2	Parabacteroides__Enterobacteriaceae	2
2	Paraprevotella__Faecalibacterium	2
2	Pasteurellaceae__Acinetobacter	2
2	Pasteurellaceae__Bacteroides	2
2	Pasteurellaceae__Prevotella_9	2
2	Pasteurellaceae__Staphylococcus	2
2	Peptoniphilus__Corynebacteriaceae	2
2	Peptoniphilus__Corynebacterium	2
2	Peptoniphilus__Ezakiella	2
2	Phascolarctobacterium__Bacteroides	2
2	Phascolarctobacterium__Subdoligranulum	2
2	Planococcaceae__Enterobacteriaceae	2
2	Planococcaceae__Prevotella_9	2
2	Prevotella__Peptoniphilus	2
2	Prevotella__Prevotellaceae	2
2	Prevotella_7__Actinomyces	2
2	Prevotella_7__Bacteroides	2
2	Prevotella_7__Porphyromonas	2
2	Prevotella_7__Prevotella_9	2
2	Prevotella_7__Rothia	2
2	Prevotella_9__[Eubacterium]_siraeum_group	2
2	Prevotella_9__Christensenellaceae_R-7_group	2
2	Prevotella_9__Clostridia	2
2	Prevotella_9__Clostridia_vadinBB60_group	2
2	Prevotella_9__Clostridium_sensu_stricto_1	2
2	Prevotella_9__Comamonadaceae	2
2	Prevotella_9__Fenollaria	2
2	Prevotella_9__Fusobacterium	2
2	Prevotella_9__Hafnia-Obesumbacterium	2
2	Prevotella_9__Parabacteroides	2
2	Prevotella_9__Peptoniphilus	2
2	Prevotella_9__Phascolarctobacterium	2
2	Prevotella_9__Prevotellaceae_UCG-001	2
2	Prevotella_9__Streptococcus	2
2	Prevotella_9__Sutterella	2
2	Prevotellaceae__Faecalibacterium	2
2	Prevotellaceae__Lachnospiraceae	2
2	Prevotellaceae__Lactobacillus	2
2	Prevotellaceae__Porphyromonas	2
2	Prevotellaceae__Prevotellaceae_NK3B31_group	2
2	Prevotellaceae__Streptococcus	2
2	Prevotellaceae__UCG-010	2
2	Prevotellaceae_NK3B31_group__Agathobacter	2
2	Prevotellaceae_NK3B31_group__Escherichia-Shigella	2
2	Proteus__Morganella	2
2	Providencia__Acinetobacter	2
2	Pseudomonadaceae__Acinetobacter	2
2	Pseudomonas__Bacteria	2
2	Pseudomonas__Christensenellaceae_R-7_group	2
2	Pseudomonas__Lachnospiraceae	2
2	Pseudomonas__Leuconostoc	2
2	Pseudomonas__Planococcaceae	2
2	Pseudomonas__Pseudomonadaceae	2
2	Pseudomonas__Sphingomonadaceae	2
2	Pseudomonas__Subdoligranulum	2
2	Psychrobacter__Acinetobacter	2
2	Psychrobacter__Gammaproteobacteria	2
2	Psychrobacter__Pseudomonas	2
2	Psychrobacter__Streptococcus	2
2	RF39__Alistipes	2
2	RF39__Lachnospiraceae	2
2	Rhizobiaceae__Rothia	2
2	Romboutsia__Escherichia-Shigella	2
2	Romboutsia__Faecalibacterium	2
2	Rothia__Enterobacteriaceae	2
2	Rothia__Lactobacillales	2
2	Ruminococcaceae__Agathobacter	2
2	Ruminococcaceae__Subdoligranulum	2
2	Ruminococcaceae__UCG-002	2
2	Ruminococcus__Lachnospiraceae	2
2	Staphylococcus__Bifidobacterium	2
2	Staphylococcus__Blautia	2
2	Staphylococcus__Enhydrobacter	2
2	Staphylococcus__Lactobacillales	2
2	Staphylococcus__Prevotella_7	2
2	Staphylococcus__Rhodobacteraceae	2
2	Staphylococcus__Subdoligranulum	2
2	Stenotrophomonas__Chryseobacterium	2
2	Stenotrophomonas__Rhizobiaceae	2
2	Stenotrophomonas__Veillonella	2
2	Streptococcus__Alloprevotella	2
2	Streptococcus__Bacteria	2
2	Streptococcus__Comamonadaceae	2
2	Streptococcus__Cutibacterium	2
2	Streptococcus__Enhydrobacter	2
2	Streptococcus__Enterobacterales	2
2	Streptococcus__Lawsonella	2
2	Streptococcus__Ligilactobacillus	2
2	Streptococcus__Megamonas	2
2	Streptococcus__Rhizobiaceae	2
2	Streptococcus__uncultured_12	2
2	Subdoligranulum__Alistipes	2
2	Subdoligranulum__Enterobacteriaceae	2
2	Subdoligranulum__Holdemanella	2
2	Subdoligranulum__Ruminococcaceae	2
2	Subdoligranulum__UCG-002	2
2	UCG-002__[Eubacterium]_coprostanoligenes_group	2
2	UCG-002__NK4A214_group	2
2	UCG-002__Oscillospiraceae	2
2	UCG-010__Prevotella_9	2
2	Unassigned__Anaerococcus	2
2	Unassigned__Comamonadaceae	2
2	Unassigned__Porphyromonas	2
2	Unassigned__Prevotella_7	2
2	uncultured_11__Gastranaerophilales	2
2	uncultured_11__Lachnospiraceae	2
2	uncultured_11__Prevotella_9	2
2	uncultured_12__Chloroplast	2
2	Veillonella__Porphyromonas	2
2	Weissella__Bacteroides	2
2	Xanthomonadaceae__Stenotrophomonas	2
2	Xanthomonadaceae__Streptococcus	2
2	[Eubacterium]_coprostanoligenes_group__[Eubacterium]_ruminantium_group	1
2	[Eubacterium]_coprostanoligenes_group__Agathobacter	1
2	[Eubacterium]_coprostanoligenes_group__Clostridia_UCG-014	1
2	[Eubacterium]_coprostanoligenes_group__Dialister	1
2	[Eubacterium]_coprostanoligenes_group__Enterobacteriaceae	1
2	[Eubacterium]_coprostanoligenes_group__Prevotella_9	1
2	[Eubacterium]_coprostanoligenes_group__Ruminococcus	1
2	[Eubacterium]_eligens_group__Alistipes	1
2	[Eubacterium]_eligens_group__Christensenellaceae_R-7_group	1
2	[Eubacterium]_eligens_group__Morganella	1
2	[Eubacterium]_hallii_group__Anaerostipes	1
2	[Eubacterium]_hallii_group__Megamonas	1
2	[Eubacterium]_hallii_group__Subdoligranulum	1
2	[Eubacterium]_ruminantium_group__Clostridia_UCG-014	1
2	[Eubacterium]_ruminantium_group__Firmicutes	1
2	[Eubacterium]_ruminantium_group__Lachnospiraceae	1
2	[Eubacterium]_ruminantium_group__Prevotella_9	1
2	[Eubacterium]_ruminantium_group__UCG-002	1
2	[Eubacterium]_siraeum_group__Akkermansia	1
2	[Eubacterium]_siraeum_group__Clostridia_UCG-014	1
2	[Eubacterium]_siraeum_group__Escherichia-Shigella	1
2	[Eubacterium]_siraeum_group__Lachnospiraceae	1
2	[Eubacterium]_siraeum_group__Subdoligranulum	1
2	[Ruminococcus]_gnavus_group__Blautia	1
2	[Ruminococcus]_gnavus_group__Lachnoclostridium	1
2	[Ruminococcus]_gnavus_group__Parabacteroides	1
2	[Ruminococcus]_gnavus_group__Romboutsia	1
2	[Ruminococcus]_torques_group__Alistipes	1
2	[Ruminococcus]_torques_group__Ruminococcus	1
2	Abiotrophia__Pasteurellaceae	1
2	Acinetobacter__Actinomyces	1
2	Acinetobacter__Akkermansia	1
2	Acinetobacter__Bacteroidales	1
2	Acinetobacter__Cloacibacterium	1
2	Acinetobacter__Hafnia-Obesumbacterium	1
2	Acinetobacter__Lachnospiraceae	1
2	Acinetobacter__Lactobacillus	1
2	Acinetobacter__Leuconostoc	1
2	Acinetobacter__Phascolarctobacterium	1
2	Acinetobacter__Prevotella_7	1
2	Acinetobacter__Prevotella_9	1
2	Acinetobacter__Providencia	1
2	Acinetobacter__Rhizobiaceae	1
2	Acinetobacter__Sphingomonadaceae	1
2	Acinetobacter__Unassigned	1
2	Actinomyces__Prevotella_7	1
2	Agathobacter__[Eubacterium]_siraeum_group	1
2	Agathobacter__Anaerostipes	1
2	Agathobacter__Catenibacterium	1
2	Agathobacter__Dialister	1
2	Agathobacter__Erysipelotrichaceae_UCG-003	1
2	Agathobacter__Escherichia-Shigella	1
2	Agathobacter__Fenollaria	1
2	Agathobacter__Lactobacillales	1
2	Agathobacter__Phascolarctobacterium	1
2	Agathobacter__Prevotellaceae	1
2	Agathobacter__Ruminococcaceae	1
2	Agathobacter__Unassigned	1
2	Akkermansia__[Eubacterium]_siraeum_group	1
2	Akkermansia__[Ruminococcus]_gnavus_group	1
2	Akkermansia__Bacteroidales	1
2	Akkermansia__Christensenellaceae_R-7_group	1
2	Akkermansia__Comamonadaceae	1
2	Akkermansia__Firmicutes	1
2	Akkermansia__Hungatella	1
2	Akkermansia__Lachnospira	1
2	Akkermansia__Lactobacillaceae	1
2	Akkermansia__Lactobacillales	1
2	Akkermansia__Lactobacillus	1
2	Akkermansia__Megasphaera	1
2	Akkermansia__Parabacteroides	1
2	Akkermansia__Pseudomonas	1
2	Akkermansia__RF39	1
2	Akkermansia__Ruminococcaceae	1
2	Akkermansia__Stenotrophomonas	1
2	Alistipes__[Eubacterium]_coprostanoligenes_group	1
2	Alistipes__[Eubacterium]_ruminantium_group	1
2	Alistipes__CAG-352	1
2	Alistipes__Clostridia_UCG-014	1
2	Alistipes__Clostridia_vadinBB60_group	1
2	Alistipes__Dorea	1
2	Alistipes__Fusobacterium	1
2	Alistipes__Morganella	1
2	Alistipes__Muribaculaceae	1
2	Alistipes__Oscillospiraceae	1
2	Alistipes__Pseudomonas	1
2	Alistipes__Ruminococcus	1
2	Alistipes__Subdoligranulum	1
2	Alistipes__UCG-010	1
2	Alloprevotella__Dialister	1
2	Alloprevotella__Faecalibacterium	1
2	Alloprevotella__Pasteurellaceae	1
2	Alloprevotella__Prevotella_7	1
2	Alloprevotella__Streptococcus	1
2	Anaerococcus__Corynebacterium	1
2	Anaerococcus__Lactobacillus	1
2	Anaerococcus__Morganella	1
2	Anaerococcus__Staphylococcaceae	1
2	Anaerococcus__Staphylococcus	1
2	Anaerococcus__Streptococcus	1
2	Anaeroplasma__Gastranaerophilales	1
2	Anaeroplasma__Lachnospiraceae	1
2	Anaeroplasma__Muribaculaceae	1
2	Anaerostipes__Bacteroides	1
2	Anaerostipes__Christensenellaceae_R-7_group	1
2	Anaerostipes__Faecalibacterium	1
2	Anaerostipes__Subdoligranulum	1
2	Atopobium__Eukaryota	1
2	Atopobium__Lactobacillus	1
2	Atopobium__Prevotella	1
2	Atopobium__Prevotella_7	1
2	Bacillaceae__Bacillus	1
2	Bacillaceae__Faecalibacterium	1
2	Bacillaceae__Prevotella_9	1
2	Bacillales__Alistipes	1
2	Bacillales__Bacillaceae	1
2	Bacillales__Bacteroides	1
2	Bacillales__Corynebacteriaceae	1
2	Bacillales__Enterobacteriaceae	1
2	Bacillales__Escherichia-Shigella	1
2	Bacillales__Faecalibacterium	1
2	Bacillales__Mitochondria	1
2	Bacillales__Pseudomonas	1
2	Bacillales__Rothia	1
2	Bacillus__Bacillales	1
2	Bacillus__Clostridia_UCG-014	1
2	Bacillus__Corynebacterium	1
2	Bacillus__Veillonella	1
2	Bacillus__Xanthomonadaceae	1
2	Bacteria__Chloroplast	1
2	Bacteria__Comamonadaceae	1
2	Bacteria__Cutibacterium	1
2	Bacteria__Enterobacteriaceae	1
2	Bacteria__Gammaproteobacteria	1
2	Bacteria__Microbacteriaceae	1
2	Bacteria__Mitochondria	1
2	Bacteria__Muribaculaceae	1
2	Bacteria__Neisseria	1
2	Bacteria__Oscillospiraceae	1
2	Bacteria__Prevotella_7	1
2	Bacteria__Staphylococcus	1
2	Bacteria__Stenotrophomonas	1
2	Bacteroidales__Akkermansia	1
2	Bacteroidales__Clostridia_vadinBB60_group	1
2	Bacteroidales__Enterobacteriaceae	1
2	Bacteroidales__Prevotella_9	1
2	Bacteroidales__Rikenellaceae_RC9_gut_group	1
2	Bacteroides__Bacillus	1
2	Bacteroides__Bilophila	1
2	Bacteroides__Butyricicoccus	1
2	Bacteroides__Campylobacter	1
2	Bacteroides__Catenibacterium	1
2	Bacteroides__Collinsella	1
2	Bacteroides__Coprobacillus	1
2	Bacteroides__Erysipelatoclostridium	1
2	Bacteroides__Hungatella	1
2	Bacteroides__Lachnospiraceae_UCG-003	1
2	Bacteroides__Lacticaseibacillus	1
2	Bacteroides__Lactobacillaceae	1
2	Bacteroides__Lactobacillales	1
2	Bacteroides__Lactococcus	1
2	Bacteroides__Ligilactobacillus	1
2	Bacteroides__Methanobrevibacter	1
2	Bacteroides__Negativibacillus	1
2	Bacteroides__Oscillospirales	1
2	Bacteroides__Psychrobacter	1
2	Bacteroides__Rhizobiaceae	1
2	Bacteroides__Staphylococcaceae	1
2	Bacteroides__UCG-010	1
2	Bacteroides__uncultured_4	1
2	Bifidobacterium__Acidaminococcus	1
2	Bifidobacterium__Atopobium	1
2	Bifidobacterium__Bacillales	1
2	Bifidobacterium__Bacillus	1
2	Bifidobacterium__Clostridia	1
2	Bifidobacterium__Clostridia_UCG-014	1
2	Bifidobacterium__Collinsella	1
2	Bifidobacterium__Erysipelotrichaceae_UCG-003	1
2	Bifidobacterium__Fusicatenibacter	1
2	Bifidobacterium__Lactobacillales	1
2	Bifidobacterium__Ligilactobacillus	1
2	Bifidobacterium__Megamonas	1
2	Bifidobacterium__Morganella	1
2	Bifidobacterium__Parabacteroides	1
2	Bifidobacterium__Pasteurellaceae	1
2	Bifidobacterium__Prevotella_7	1
